"UNIQUEID"	"Assessment.Investigator.-.Actor"	"Investigator.Role.Type"	"Assessment.Activity.Type"	"Assessment.Activity.Date"	"GE.Assessment(Yes/No)"	"GE.Imagery.Acquisition.Date"	"Information.Resource.Used"	"Information.Resource.Acquisition.Date"	"Resource.Name"	"Name.Type"	"Heritage.Place.Type"	"General.Description.Type"	"General.Description"	"Heritage.Place.Function"	"Heritage.Place.Function.Certainty"	"Designation"	"Designation.From.Date"	"Designation.To.Date"	"Geometric.Place.Expression"	"Geometry.Qualifier"	"Site.Location.Certainty"	"Geometry.Extent.Certainty"	"Site.Overall.Shape.Type"	"Grid.ID"	"Country.Type"	"Cadastral.Reference"	"Resource.Orientation"	"Address"	"Address.Type"	"Administrative.Subdivision"	"Administrative.Subdivision.Type"	"Overall.Archaeological.Certainty.Value"	"Overall.Site.Morphology.Type"	"Cultural.Period.Type"	"Cultural.Period.Certainty"	"Cultural.Subperiod.Type"	"Cultural.Subperiod.Certainty"	"Date.Inference.Making.Actor"	"Archaeological.Date.From.(cal)"	"Archaeological.Date.to.(cal)"	"BP.Date.From"	"BP.Date.To"	"AH.Date.From"	"AH.Date.To"	"SH.Date.From"	"SH.Date.To"	"Site.Feature.Form.Type"	"Site.Feature.Form.Type.Certainty"	"Site.Feature.Shape.Type"	"Site.Feature.Arrangement.Type"	"Site.Feature.Number.Type"	"Site.Feature.Interpretation.Type"	"Site.Feature.Interpretation.Number"	"Site.Feature.Interpretation.Certainty"	"Built.Component.Related.Resource"	"HP.Related.Resource"	"Material.Class"	"Material.Type"	"Construction.Technique"	"Measurement.Number"	"Measurement.Unit"	"Dimension.Type"	"Measurement.Source.Type"	"Related.Geoarch/Palaeo"	"Overall.Condition.State"	"Damage.Extent.Type"	"Disturbance.Cause.Category.Type"	"Disturbance.Cause.Type"	"Disturbance.Cause.Certainty"	"Disturbance.Date.From"	"Disturbance.Date.To"	"Disturbance.Date.Occurred.Before"	"Disturbance.Date.Occurred.On"	"Disturbance.Cause.Assignment.Assessor.Name"	"Effect.Type"	"Effect.Certainty"	"Threat.Category"	"Threat.Type"	"Threat.Probability"	"Threat.Inference.Making.Assessor.Name"	"Intervention.Activity.Type"	"Recommendation.Type"	"Priority.Type"	"Related.Detailed.Condition.Resource"	"Topography.Type"	"Land.Cover.Type"	"Land.Cover.Assessment.Date"	"Surficial.Geology.Type"	"Depositional.Process"	"Bedrock.Geology"	"Fetch.Type"	"Wave.Climate"	"Tidal.Energy"	"Minimum.Depth/Max.Elevation(m)"	"Maximum.Depth/Min.Elevation(m)"	"Datum.Type"	"Datum.Description/EPSG.code"	"Restricted.Access.Record.Designation"
100	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.100"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Amas de pierres de taille, des deux côtés de l'oued Riou. Notice de M. de Villeneuve Bargemont, - M. Basset (Étude sur la zenatia de l'Ouarsenis, p. 7) signale, sur le territoire des Ouled Ammar, à gauche du chemin qui conduit du bordj des Beni Hindel à Tiaret, près de la source d'Aïn Deriès, deux monuments en grandes pierres de taille disposées en gradins, à 30 mètres l'un de l'autre ; le plus grand a 15 mètres de long sur 10 de large. Ce sont probablement des tombeaux, du type des Djedar (conf. Gsell, Monuments antiques de l'Algérie, II, p. 426, n. 3). J'ignore leur emplacement exact (vers notre n° 99 ? ; ils pourraient cependant être situés à l'extrémité occidentale de la feuille 23)."	NA	NA	NA	NA	NA	"POINT(1.51807501900461 35.6041430647832)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
101	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.101"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Amas de pierres de taille, des deux côtés de l'oued Riou. Notice de M. de Villeneuve Bargemont, - M. Basset (Étude sur la zenatia de l'Ouarsenis, p. 7) signale, sur le territoire des Ouled Ammar, à gauche du chemin qui conduit du bordj des Beni Hindel à Tiaret, près de la source d'Aïn Deriès, deux monuments en grandes pierres de taille disposées en gradins, à 30 mètres l'un de l'autre ; le plus grand a 15 mètres de long sur 10 de large. Ce sont probablement des tombeaux, du type des Djedar (conf. Gsell, Monuments antiques de l'Algérie, II, p. 426, n. 3). J'ignore leur emplacement exact (vers notre n° 99 ? ; ils pourraient cependant être situés à l'extrémité occidentale de la feuille 23)."	NA	NA	NA	NA	NA	"POINT(1.55869273448025 35.5839961283946)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.102"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Amas de pierres de taille, des deux côtés de l'oued Riou. Notice de M. de Villeneuve Bargemont, - M. Basset (Étude sur la zenatia de l'Ouarsenis, p. 7) signale, sur le territoire des Ouled Ammar, à gauche du chemin qui conduit du bordj des Beni Hindel à Tiaret, près de la source d'Aïn Deriès, deux monuments en grandes pierres de taille disposées en gradins, à 30 mètres l'un de l'autre ; le plus grand a 15 mètres de long sur 10 de large. Ce sont probablement des tombeaux, du type des Djedar (conf. Gsell, Monuments antiques de l'Algérie, II, p. 426, n. 3). J'ignore leur emplacement exact (vers notre n° 99 ? ; ils pourraient cependant être situés à l'extrémité occidentale de la feuille 23)."	NA	NA	NA	NA	NA	"POINT(1.59150063847225 35.5887980611326)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.103"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Zaouia des Ouled Si Adda. Ruines romaines (village), éparses sur 200 mètres, à la source d'Aïn Tolba, entre le djebel Sfissifa et le djebel Mahanoun el Louh. Villeneuve Bargemont."	"Domestic"	"Medium"	NA	NA	NA	"POINT(1.52313572573085 35.5863917102494)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	NA	NA	NA	NA	NA	NA	NA	NA	"Zaouia des Ouled Si Adda"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.104"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Bordj Konsou, sur un mamelon en saillie sur les pentes du versant méridional du djebel Bechtoute, rive gauche de l'oued Tifferguemt. Amas de pierres, dans une enceinte rectangulaire, mesurant 50 mètres sur 25 à 30: construction en moellons (quelques blocs grossièrement taillés). A l'E. et au-dessous, chambre voûtée. De l'autre côté de l'oued Tifferguemt, traces d'une conduite d'eau. Derrien, Bull. d'Oran, 1895, p. 285-6 et fig. à la p. 295 (conf. La Blanchère, Archives des Missions, 3e série, X, p. 73)."	NA	NA	NA	NA	NA	"POINT(1.22688978589477 35.5326306207027)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	NA	NA	NA	NA	NA	NA	NA	NA	"Bordj Konsou"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.105"	"Alternative Reference"	"Archaeological Site"	"General Description"	"El Kalaa, sur un mamelon, rive gauche de l'oued Teguiguest. Affleurements de murailles assez grossières, d'époque indéterminée. Notice de M. Péan. – Derrien (p. 286) indique (sur renseignements) les ruines d'un castellum analogue à celui de Bordj Konsou, à 5 kilomètres au N.-E. de Bordj Konsou, sur la rive gauche de l'oued Temda [cet oued coule en réalité à l'O. et au N.-O. de Bordj Konsou]. - Castellum, de 50 mètres environ de côté, signalé (sur renseignements) par La Blanchère (l. c., p. 21 et 73), à Aïn ben Djaafar, chez les Ouled Farès (sur le territoire desquels se trouve Bordj Konsou)."	"Defensive/Fortification"	"Medium"	NA	NA	NA	"POINT(1.24319122185807 35.5379765565649)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
105	NA	NA	NA	NA	NA	NA	NA	NA	"El Kalaa"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.106"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Souma, sur le versant S. du djebel Si Mahrouf. Mausolée, à base carrée et à faîte pyramidal, en pierres de taille. Marchand, Bull. d'Oran, 1895, p. 216 ; Derrien, ibid., p. 283 et fig. à la p. 294 ; Gsell, Monuments antiques, II, p. 78-79, no 33; notice de M. Faure. A 60 mètres au N., excavation circulaire, de 5 mètres de diamètre, dans le rocher : Derrien, p. 284. — A 2 kil. au S. de Souma et à l'O. d'Aïn el Cheraïa, sur un mamelon, Ben Afifs (Ben Asses sur la carte de Marchand): ruines d'une construction que Marchand (p. 216) regarde comme analogue au castellum de Kaoua (notre n° 63)."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.32400770764572 35.5654818083765)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
106	NA	NA	NA	NA	NA	NA	NA	NA	"Souma"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.107"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Kherba Achlef, sur le versant S. du djebel Si Mahrouf. Ruines romaines étendues (13 hectares : dossiers domaniaux), près d'une source très abondante. Marchand, p. 215-6; notice de M. Faure (qui indique des vestiges de voies vers le N.-E., l'E., le S.-O. et l'O.)."	NA	NA	NA	NA	NA	"POINT(1.37523378961095 35.5473469335875)"	"Center Point"	"High"	"High"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"High"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA	"Kherba Achlef"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.108"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.35802851734182 35.5474552748441)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.109"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.36750389555831 35.5561832083987)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
110	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.110"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). – L'une d'elles (110? 111?) est appelée Medinat mta Barbouche par Marchand (p. 215: sur le versant E. du djebel Si Mabrouf, à l'E. d'Aïn el Mouhoub, au N. d'Aïn Kebira, dans la vallée d'El Hamera ; ruines couvrant 110 mètres sur 80 ; – conf. peut-être Caussade, l. c., p. 258: grand poste romain ; rectangle de 50 pas sur 60). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.39128904394855 35.5590402021343)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.111"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). – L'une d'elles (110? 111?) est appelée Medinat mta Barbouche par Marchand (p. 215: sur le versant E. du djebel Si Mabrouf, à l'E. d'Aïn el Mouhoub, au N. d'Aïn Kebira, dans la vallée d'El Hamera ; ruines couvrant 110 mètres sur 80 ; – conf. peut-être Caussade, l. c., p. 258: grand poste romain ; rectangle de 50 pas sur 60). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.39386681110548 35.5641873777303)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.112"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.42690322972427 35.5534927540003)"	"Center Point"	"High"	"High"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"High"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.113"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.41233750918427 35.5421700353883)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.114"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). (Faure)."	NA	NA	NA	NA	NA	"POINT(1.40558768632971 35.5387349537553)"	"Center Point"	"High"	"High"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"High"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.115"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines autour de Kherba Achlef : Faure (« maisons isolées »). Kherba ben Smeïcha est une ruine étendue (Faure)."	NA	NA	NA	NA	NA	"POINT(1.41242435588039 35.5337653307465)"	"Center Point"	"Medium"	"Medium"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Medium"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.116"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines, sur la rive droite de l'oued Teguiguest. Faure (« maisons »)."	NA	NA	NA	NA	NA	"POINT(1.31890522848999 35.5235344476562)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.117"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Ruines romaines, sur la rive droite de l'oued Teguiguest. Faure (« maisons »)."	NA	NA	NA	NA	NA	"POINT(1.29353709743046 35.5260181794674)"	"Center Point"	"Negligible"	"Negligible"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Negligible"	NA	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	"Unknown"	"Unknown"	"Not Applicable"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	"Mohamed Kenawi"	"EAMENA Project Staff"	"Desk-based Assessment"	"2022-07-15"	"Yes"	NA	NA	NA	"AAA f.22.118"	"Alternative Reference"	"Archaeological Site"	"General Description"	"Djebel Mahanoun el Louh. Au sommet, près du signal géodésique, tumulus qui couvrait un dolmen. Derrien, l. c., p. 284."	"Funerary/Memorial"	"Medium"	NA	NA	NA	"POINT(1.5345448598366 35.5704945904265)"	"Center Point"	"Low"	"Low"	NA	NA	"Algeria"	NA	NA	NA	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Structure"	"Medium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	NA	NA	NA	NA	NA	NA	NA	NA	"Djebel Mahanoun el Louh"	"Toponym"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
